2020-05-07 23:25:54,253 - Pade - INFO - now initialize the net with para:
2020-05-07 23:25:54,253 - Pade - INFO - CKPT
2020-05-07 23:25:54,253 - Pade - INFO - ckpt
2020-05-07 23:25:54,254 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,254 - Pade - INFO - BATCHSIZE
2020-05-07 23:25:54,254 - Pade - INFO - 512
2020-05-07 23:25:54,254 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,254 - Pade - INFO - MAX_ITER
2020-05-07 23:25:54,254 - Pade - INFO - 9
2020-05-07 23:25:54,254 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,254 - Pade - INFO - STEP_EACH_ITER
2020-05-07 23:25:54,254 - Pade - INFO - 500
2020-05-07 23:25:54,254 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,254 - Pade - INFO - STEP_SHOW_train
2020-05-07 23:25:54,254 - Pade - INFO - 30
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - STEP_SHOW_test
2020-05-07 23:25:54,255 - Pade - INFO - 50
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - EPOCH_SAVE
2020-05-07 23:25:54,255 - Pade - INFO - 10
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - LEARNING_RATE
2020-05-07 23:25:54,255 - Pade - INFO - 0.0001
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - bound_weight
2020-05-07 23:25:54,255 - Pade - INFO - 1
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - step_unbound
2020-05-07 23:25:54,255 - Pade - INFO - 5
2020-05-07 23:25:54,255 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,255 - Pade - INFO - decay
2020-05-07 23:25:54,256 - Pade - INFO - False
2020-05-07 23:25:54,256 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,256 - Pade - INFO - test_line
2020-05-07 23:25:54,256 - Pade - INFO - False
2020-05-07 23:25:54,256 - Pade - INFO - -----------------------------
2020-05-07 23:25:54,256 - Pade - INFO - is_plot
2020-05-07 23:25:54,256 - Pade - INFO - True
2020-05-07 23:25:54,256 - Pade - INFO - -----------------------------
2020-05-07 23:26:03,385 - Pade - INFO - openning sess
2020-05-07 23:26:03,543 - Pade - INFO - building net
2020-05-07 23:26:03,789 - Pade - INFO - building opt
2020-05-07 23:26:03,890 - Pade - INFO - net initializing
2020-05-07 23:26:03,890 - Pade - INFO - train epoch 0 of total 9 epoches
2020-05-07 23:26:04,622 - Pade - INFO - loss 1.4678634049576194, in epoch 0, in step 29, in global step 0.47265625, acc is 0.47265625,                    taks 0.7320001125335693 seconds
2020-05-07 23:26:05,165 - Pade - INFO - test->loss 1.2577870225771548, in epoch 0, in step 49, in global step 50,                     acc is 0.44921875, taks 0.5429999828338623 seconds
2020-05-07 23:26:05,402 - Pade - INFO - loss 1.1046492148083145, in epoch 0, in step 59, in global step 0.470703125, acc is 0.470703125,                    taks 0.2369999885559082 seconds
2020-05-07 23:26:06,078 - Pade - INFO - loss 0.8073210539876075, in epoch 0, in step 89, in global step 0.501953125, acc is 0.501953125,                    taks 0.6760001182556152 seconds
2020-05-07 23:26:06,328 - Pade - INFO - test->loss 0.805598921053043, in epoch 0, in step 99, in global step 100,                     acc is 0.44921875, taks 0.2499997615814209 seconds
2020-05-07 23:26:06,759 - Pade - INFO - loss 0.6706577020117023, in epoch 0, in step 119, in global step 0.5234375, acc is 0.5234375,                    taks 0.4309999942779541 seconds
2020-05-07 23:26:07,429 - Pade - INFO - loss 0.6145851730277432, in epoch 0, in step 149, in global step 0.60546875, acc is 0.60546875,                    taks 0.6700003147125244 seconds
2020-05-07 23:26:07,445 - Pade - INFO - test->loss 0.6610398399436861, in epoch 0, in step 149, in global step 150,                     acc is 0.50390625, taks 0.015999794006347656 seconds
2020-05-07 23:26:08,088 - Pade - INFO - loss 0.5928841901256496, in epoch 0, in step 179, in global step 0.7890625, acc is 0.7890625,                    taks 0.6429998874664307 seconds
2020-05-07 23:26:08,556 - Pade - INFO - test->loss 0.6105164255901888, in epoch 0, in step 199, in global step 200,                     acc is 0.775390625, taks 0.4679999351501465 seconds
2020-05-07 23:26:08,774 - Pade - INFO - loss 0.5623790240390919, in epoch 0, in step 209, in global step 0.904296875, acc is 0.904296875,                    taks 0.21800017356872559 seconds
2020-05-07 23:26:09,422 - Pade - INFO - loss 0.5282333752094678, in epoch 0, in step 239, in global step 0.951171875, acc is 0.951171875,                    taks 0.6480000019073486 seconds
2020-05-07 23:26:09,670 - Pade - INFO - test->loss 0.5732113016759799, in epoch 0, in step 249, in global step 250,                     acc is 0.8203125, taks 0.2480001449584961 seconds
2020-05-07 23:26:10,102 - Pade - INFO - loss 0.49752636019875096, in epoch 0, in step 269, in global step 0.9765625, acc is 0.9765625,                    taks 0.43199992179870605 seconds
2020-05-07 23:26:10,775 - Pade - INFO - loss 0.47064728527200006, in epoch 0, in step 299, in global step 0.984375, acc is 0.984375,                    taks 0.6729998588562012 seconds
2020-05-07 23:26:10,792 - Pade - INFO - test->loss 0.5416570214873744, in epoch 0, in step 299, in global step 300,                     acc is 0.8359375, taks 0.016000032424926758 seconds
2020-05-07 23:26:11,444 - Pade - INFO - loss 0.4469851284826232, in epoch 0, in step 329, in global step 0.994140625, acc is 0.994140625,                    taks 0.6519999504089355 seconds
