2020-05-07 23:15:55,676 - Pade - INFO - loss 0.11857963157659265, in epoch 0, in step 359, in global step 1.0, acc is 1.0,                    taks 0.2869999408721924 seconds
2020-05-07 23:15:56,564 - Pade - INFO - loss 0.11033111525705236, in epoch 0, in step 389, in global step 1.0, acc is 1.0,                    taks 0.8880000114440918 seconds
2020-05-07 23:15:56,870 - Pade - INFO - test->loss 0.27122307958008746, in epoch 0, in step 399, in global step 400,                     acc is 0.876953125, taks 0.3059999942779541 seconds
2020-05-07 23:15:57,451 - Pade - INFO - loss 0.10785121841195346, in epoch 0, in step 419, in global step 0.99609375, acc is 0.99609375,                    taks 0.5810000896453857 seconds
2020-05-07 23:15:58,336 - Pade - INFO - loss 0.09369215446469834, in epoch 0, in step 449, in global step 0.99609375, acc is 0.99609375,                    taks 0.8849997520446777 seconds
2020-05-07 23:15:58,358 - Pade - INFO - test->loss 0.26793947983189326, in epoch 0, in step 449, in global step 450,                     acc is 0.876953125, taks 0.020999908447265625 seconds
2020-05-07 23:15:59,224 - Pade - INFO - loss 0.09598594902681054, in epoch 0, in step 479, in global step 0.998046875, acc is 0.998046875,                    taks 0.865999698638916 seconds
2020-05-07 23:15:59,846 - Pade - INFO - test->loss 0.2661463993130264, in epoch 0, in step 499, in global step 500,                     acc is 0.876953125, taks 0.6220002174377441 seconds
2020-05-07 23:15:59,846 - Pade - INFO - train epoch 1 of total 9 epoches
2020-05-07 23:16:00,737 - Pade - INFO - loss 0.08224311839582744, in epoch 1, in step 29, in global step 0.998046875, acc is 0.998046875,                    taks 0.8910000324249268 seconds
2020-05-07 23:16:01,330 - Pade - INFO - test->loss 0.2655090527505284, in epoch 1, in step 49, in global step 550,                     acc is 0.876953125, taks 0.5929999351501465 seconds
2020-05-07 23:16:01,625 - Pade - INFO - loss 0.08197985181433359, in epoch 1, in step 59, in global step 0.998046875, acc is 0.998046875,                    taks 0.2950000762939453 seconds
2020-05-07 23:16:02,499 - Pade - INFO - loss 0.0726482488244759, in epoch 1, in step 89, in global step 1.0, acc is 1.0,                    taks 0.873999834060669 seconds
2020-05-07 23:16:02,810 - Pade - INFO - test->loss 0.26559719351904476, in epoch 1, in step 99, in global step 600,                     acc is 0.876953125, taks 0.31100010871887207 seconds
2020-05-07 23:16:03,381 - Pade - INFO - loss 0.06969019897365905, in epoch 1, in step 119, in global step 1.0, acc is 1.0,                    taks 0.5710000991821289 seconds
2020-05-07 23:16:04,268 - Pade - INFO - loss 0.06836918196874725, in epoch 1, in step 149, in global step 0.99609375, acc is 0.99609375,                    taks 0.8859999179840088 seconds
2020-05-07 23:16:04,286 - Pade - INFO - test->loss 0.2664274881203537, in epoch 1, in step 149, in global step 650,                     acc is 0.876953125, taks 0.018000125885009766 seconds
2020-05-07 23:16:05,177 - Pade - INFO - loss 0.05748411227796133, in epoch 1, in step 179, in global step 1.0, acc is 1.0,                    taks 0.8910000324249268 seconds
2020-05-07 23:16:05,769 - Pade - INFO - test->loss 0.26765617857952895, in epoch 1, in step 199, in global step 700,                     acc is 0.876953125, taks 0.5909998416900635 seconds
2020-05-07 23:16:06,062 - Pade - INFO - loss 0.0662089152746049, in epoch 1, in step 209, in global step 0.998046875, acc is 0.998046875,                    taks 0.2929999828338623 seconds
2020-05-07 23:16:06,943 - Pade - INFO - loss 0.05837734781035074, in epoch 1, in step 239, in global step 0.994140625, acc is 0.994140625,                    taks 0.8809998035430908 seconds
2020-05-07 23:16:07,247 - Pade - INFO - test->loss 0.2693410261124415, in epoch 1, in step 249, in global step 750,                     acc is 0.876953125, taks 0.3040001392364502 seconds
2020-05-07 23:16:07,837 - Pade - INFO - loss 0.05082744171651149, in epoch 1, in step 269, in global step 0.998046875, acc is 0.998046875,                    taks 0.5890002250671387 seconds
2020-05-07 23:16:08,703 - Pade - INFO - loss 0.0652169240796387, in epoch 1, in step 299, in global step 0.990234375, acc is 0.990234375,                    taks 0.865999698638916 seconds
2020-05-07 23:16:08,722 - Pade - INFO - test->loss 0.2712910524798945, in epoch 1, in step 299, in global step 800,                     acc is 0.87890625, taks 0.01900005340576172 seconds
2020-05-07 23:16:09,607 - Pade - INFO - loss 0.045769111524546616, in epoch 1, in step 329, in global step 1.0, acc is 1.0,                    taks 0.8849999904632568 seconds
2020-05-07 23:16:10,205 - Pade - INFO - test->loss 0.2735337460851689, in epoch 1, in step 349, in global step 850,                     acc is 0.87890625, taks 0.5980000495910645 seconds
2020-05-07 23:16:10,491 - Pade - INFO - loss 0.05633010875866523, in epoch 1, in step 359, in global step 0.994140625, acc is 0.994140625,                    taks 0.28600001335144043 seconds
2020-05-07 23:16:11,378 - Pade - INFO - loss 0.0548347897559098, in epoch 1, in step 389, in global step 0.9921875, acc is 0.9921875,                    taks 0.8870000839233398 seconds
2020-05-07 23:16:11,684 - Pade - INFO - test->loss 0.2762710867416883, in epoch 1, in step 399, in global step 900,                     acc is 0.876953125, taks 0.305999755859375 seconds
2020-05-07 23:16:12,285 - Pade - INFO - loss 0.04947704043867236, in epoch 1, in step 419, in global step 0.99609375, acc is 0.99609375,                    taks 0.6010003089904785 seconds
2020-05-07 23:16:13,141 - Pade - INFO - loss 0.04191520635577458, in epoch 1, in step 449, in global step 0.99609375, acc is 0.99609375,                    taks 0.8559999465942383 seconds
2020-05-07 23:16:13,160 - Pade - INFO - test->loss 0.278668048328874, in epoch 1, in step 449, in global step 950,                     acc is 0.87890625, taks 0.018999814987182617 seconds
2020-05-07 23:16:14,045 - Pade - INFO - loss 0.03909987837300638, in epoch 1, in step 479, in global step 0.998046875, acc is 0.998046875,                    taks 0.8850002288818359 seconds
2020-05-07 23:16:14,639 - Pade - INFO - test->loss 0.28151680923684735, in epoch 1, in step 499, in global step 1000,                     acc is 0.880859375, taks 0.5939998626708984 seconds
2020-05-07 23:16:14,639 - Pade - INFO - train epoch 2 of total 9 epoches
2020-05-07 23:16:15,516 - Pade - INFO - loss 0.037326098330166924, in epoch 2, in step 29, in global step 0.99609375, acc is 0.99609375,                    taks 0.8769998550415039 seconds
2020-05-07 23:16:16,108 - Pade - INFO - test->loss 0.2842932256644751, in epoch 2, in step 49, in global step 1050,                     acc is 0.876953125, taks 0.5920000076293945 seconds
2020-05-07 23:16:16,413 - Pade - INFO - loss 0.037813407086962576, in epoch 2, in step 59, in global step 0.998046875, acc is 0.998046875,                    taks 0.30500030517578125 seconds
2020-05-07 23:16:17,277 - Pade - INFO - loss 0.03370324686250117, in epoch 2, in step 89, in global step 0.998046875, acc is 0.998046875,                    taks 0.8639998435974121 seconds
2020-05-07 23:16:17,588 - Pade - INFO - test->loss 0.28741016336229097, in epoch 2, in step 99, in global step 1100,                     acc is 0.880859375, taks 0.31099987030029297 seconds
2020-05-07 23:16:18,182 - Pade - INFO - loss 0.03319238277509774, in epoch 2, in step 119, in global step 0.99609375, acc is 0.99609375,                    taks 0.5940001010894775 seconds
2020-05-07 23:16:19,047 - Pade - INFO - loss 0.035918191607532554, in epoch 2, in step 149, in global step 1.0, acc is 1.0,                    taks 0.8650000095367432 seconds
